claim_id,doc,location,printed,kind,spec
Table S1-00014,si,Table S1,4,composition,"{""batch"": ""Villani"", ""dataset"": ""immune_cell_human"", ""field"": ""n_celltypes_query""}"
Table S1-00015,si,Table S1,1.0,composition,"{""batch"": ""Villani"", ""dataset"": ""immune_cell_human"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00016,si,Table S1,"32,010",composition,"{""batch"": ""3"", ""dataset"": ""lung_atlas"", ""field"": ""n_reference""}"
Table S1-00017,si,Table S1,462,composition,"{""batch"": ""3"", ""dataset"": ""lung_atlas"", ""field"": ""n_query""}"
Table S1-00018,si,Table S1,17,composition,"{""batch"": ""3"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_reference""}"
Table S1-00019,si,Table S1,10,composition,"{""batch"": ""3"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_query""}"
Table S1-00020,si,Table S1,1.0,composition,"{""batch"": ""3"", ""dataset"": ""lung_atlas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00021,si,Table S1,"28,709",composition,"{""batch"": ""4"", ""dataset"": ""lung_atlas"", ""field"": ""n_reference""}"
Table S1-00022,si,Table S1,"3,763",composition,"{""batch"": ""4"", ""dataset"": ""lung_atlas"", ""field"": ""n_query""}"
Table S1-00023,si,Table S1,17,composition,"{""batch"": ""4"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_reference""}"
Table S1-00024,si,Table S1,12,composition,"{""batch"": ""4"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_query""}"
Table S1-00025,si,Table S1,1.0,composition,"{""batch"": ""4"", ""dataset"": ""lung_atlas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00026,si,Table S1,"30,332",composition,"{""batch"": ""B1"", ""dataset"": ""lung_atlas"", ""field"": ""n_reference""}"
Table S1-00027,si,Table S1,"2,140",composition,"{""batch"": ""B1"", ""dataset"": ""lung_atlas"", ""field"": ""n_query""}"
Table S1-00028,si,Table S1,17,composition,"{""batch"": ""B1"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_reference""}"
Table S1-00029,si,Table S1,11,composition,"{""batch"": ""B1"", ""dataset"": ""lung_atlas"", ""field"": ""n_celltypes_query""}"
Table S1-00030,si,Table S1,1.0,composition,"{""batch"": ""B1"", ""dataset"": ""lung_atlas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00031,si,Table S1,"15,744",composition,"{""batch"": ""fluidigmc1"", ""dataset"": ""pancreas"", ""field"": ""n_reference""}"
Table S1-00032,si,Table S1,638,composition,"{""batch"": ""fluidigmc1"", ""dataset"": ""pancreas"", ""field"": ""n_query""}"
Table S1-00033,si,Table S1,14,composition,"{""batch"": ""fluidigmc1"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_reference""}"
Table S1-00034,si,Table S1,13,composition,"{""batch"": ""fluidigmc1"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_query""}"
Table S1-00035,si,Table S1,1.0,composition,"{""batch"": ""fluidigmc1"", ""dataset"": ""pancreas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00036,si,Table S1,"14,658",composition,"{""batch"": ""inDrop2"", ""dataset"": ""pancreas"", ""field"": ""n_reference""}"
Table S1-00037,si,Table S1,"1,724",composition,"{""batch"": ""inDrop2"", ""dataset"": ""pancreas"", ""field"": ""n_query""}"
Table S1-00038,si,Table S1,14,composition,"{""batch"": ""inDrop2"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_reference""}"
Table S1-00039,si,Table S1,14,composition,"{""batch"": ""inDrop2"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_query""}"
Table S1-00040,si,Table S1,1.0,composition,"{""batch"": ""inDrop2"", ""dataset"": ""pancreas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00041,si,Table S1,"12,777",composition,"{""batch"": ""inDrop3"", ""dataset"": ""pancreas"", ""field"": ""n_reference""}"
Table S1-00042,si,Table S1,"3,605",composition,"{""batch"": ""inDrop3"", ""dataset"": ""pancreas"", ""field"": ""n_query""}"
Table S1-00043,si,Table S1,14,composition,"{""batch"": ""inDrop3"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_reference""}"
Table S1-00044,si,Table S1,14,composition,"{""batch"": ""inDrop3"", ""dataset"": ""pancreas"", ""field"": ""n_celltypes_query""}"
Table S1-00045,si,Table S1,1.0,composition,"{""batch"": ""inDrop3"", ""dataset"": ""pancreas"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00046,si,Table S1,"9,189",composition,"{""batch"": ""Batch1"", ""dataset"": ""simulation_1"", ""field"": ""n_reference""}"
Table S1-00047,si,Table S1,"2,908",composition,"{""batch"": ""Batch1"", ""dataset"": ""simulation_1"", ""field"": ""n_query""}"
Table S1-00048,si,Table S1,7,composition,"{""batch"": ""Batch1"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_reference""}"
Table S1-00049,si,Table S1,6,composition,"{""batch"": ""Batch1"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_query""}"
Table S1-00050,si,Table S1,1.0,composition,"{""batch"": ""Batch1"", ""dataset"": ""simulation_1"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00051,si,Table S1,"9,977",composition,"{""batch"": ""Batch3"", ""dataset"": ""simulation_1"", ""field"": ""n_reference""}"
Table S1-00052,si,Table S1,"2,120",composition,"{""batch"": ""Batch3"", ""dataset"": ""simulation_1"", ""field"": ""n_query""}"
Table S1-00053,si,Table S1,7,composition,"{""batch"": ""Batch3"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_reference""}"
Table S1-00054,si,Table S1,5,composition,"{""batch"": ""Batch3"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_query""}"
Table S1-00055,si,Table S1,1.0,composition,"{""batch"": ""Batch3"", ""dataset"": ""simulation_1"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00056,si,Table S1,"11,140",composition,"{""batch"": ""Batch6"", ""dataset"": ""simulation_1"", ""field"": ""n_reference""}"
Table S1-00057,si,Table S1,957,composition,"{""batch"": ""Batch6"", ""dataset"": ""simulation_1"", ""field"": ""n_query""}"
Table S1-00058,si,Table S1,7,composition,"{""batch"": ""Batch6"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_reference""}"
Table S1-00059,si,Table S1,4,composition,"{""batch"": ""Batch6"", ""dataset"": ""simulation_1"", ""field"": ""n_celltypes_query""}"
Table S1-00060,si,Table S1,1.0,composition,"{""batch"": ""Batch6"", ""dataset"": ""simulation_1"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00061,si,Table S1,"18,108",composition,"{""batch"": ""Batch1Sub3"", ""dataset"": ""simulation_2"", ""field"": ""n_reference""}"
Table S1-00062,si,Table S1,"1,210",composition,"{""batch"": ""Batch1Sub3"", ""dataset"": ""simulation_2"", ""field"": ""n_query""}"
Table S1-00063,si,Table S1,4,composition,"{""batch"": ""Batch1Sub3"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_reference""}"
Table S1-00064,si,Table S1,2,composition,"{""batch"": ""Batch1Sub3"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_query""}"
Table S1-00065,si,Table S1,1.0,composition,"{""batch"": ""Batch1Sub3"", ""dataset"": ""simulation_2"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00066,si,Table S1,"17,388",composition,"{""batch"": ""Batch3Sub1"", ""dataset"": ""simulation_2"", ""field"": ""n_reference""}"
Table S1-00067,si,Table S1,"1,930",composition,"{""batch"": ""Batch3Sub1"", ""dataset"": ""simulation_2"", ""field"": ""n_query""}"
Table S1-00068,si,Table S1,4,composition,"{""batch"": ""Batch3Sub1"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_reference""}"
Table S1-00069,si,Table S1,2,composition,"{""batch"": ""Batch3Sub1"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_query""}"
Table S1-00070,si,Table S1,1.0,composition,"{""batch"": ""Batch3Sub1"", ""dataset"": ""simulation_2"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S1-00071,si,Table S1,"18,833",composition,"{""batch"": ""Batch3Sub4"", ""dataset"": ""simulation_2"", ""field"": ""n_reference""}"
Table S1-00072,si,Table S1,485,composition,"{""batch"": ""Batch3Sub4"", ""dataset"": ""simulation_2"", ""field"": ""n_query""}"
Table S1-00073,si,Table S1,4,composition,"{""batch"": ""Batch3Sub4"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_reference""}"
Table S1-00074,si,Table S1,1,composition,"{""batch"": ""Batch3Sub4"", ""dataset"": ""simulation_2"", ""field"": ""n_celltypes_query""}"
Table S1-00075,si,Table S1,1.0,composition,"{""batch"": ""Batch3Sub4"", ""dataset"": ""simulation_2"", ""field"": ""fraction_query_cells_label_supported_by_reference""}"
Table S3-00076,si,Table S3,5,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00077,si,Table S3,0.905,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00078,si,Table S3,0.894,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00079,si,Table S3,0.004,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00080,si,Table S3,0.002,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00081,si,Table S3,1,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00082,si,Table S3,0.869,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00083,si,Table S3,0.852,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00084,si,Table S3,–,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00085,si,Table S3,–,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00086,si,Table S3,5,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00087,si,Table S3,0.857,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00088,si,Table S3,0.862,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00089,si,Table S3,0.019,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00090,si,Table S3,0.016,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00091,si,Table S3,5,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00092,si,Table S3,0.895,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00093,si,Table S3,0.891,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00094,si,Table S3,0.007,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00095,si,Table S3,0.009,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00096,si,Table S3,5,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00097,si,Table S3,0.889,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00098,si,Table S3,0.876,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00099,si,Table S3,0.006,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00100,si,Table S3,0.008,batch,"{""batch"": ""10X"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00101,si,Table S3,5,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00102,si,Table S3,0.852,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00103,si,Table S3,0.876,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00104,si,Table S3,0.003,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00105,si,Table S3,0.004,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00106,si,Table S3,1,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00107,si,Table S3,0.878,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00108,si,Table S3,0.891,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00109,si,Table S3,–,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00110,si,Table S3,–,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00111,si,Table S3,5,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00112,si,Table S3,0.848,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00113,si,Table S3,0.884,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00114,si,Table S3,0.004,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00115,si,Table S3,0.002,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00116,si,Table S3,5,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00117,si,Table S3,0.849,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00118,si,Table S3,0.890,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00119,si,Table S3,0.008,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00120,si,Table S3,0.006,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scanvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00121,si,Table S3,5,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00122,si,Table S3,0.841,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00123,si,Table S3,0.880,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00124,si,Table S3,0.002,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00125,si,Table S3,0.004,batch,"{""batch"": ""Oetjen_A"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 16, ""method"": ""sclsc_refonly"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00126,si,Table S3,5,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00127,si,Table S3,0.549,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00128,si,Table S3,0.637,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00129,si,Table S3,0.018,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00130,si,Table S3,0.012,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 128, ""method"": ""solar_orthogonal"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00131,si,Table S3,1,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00132,si,Table S3,0.463,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00133,si,Table S3,0.574,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00134,si,Table S3,–,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00135,si,Table S3,–,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 40, ""method"": ""unintegrated_pca_matched"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""seed_sd""}"
Table S3-00136,si,Table S3,5,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""n""}"
Table S3-00137,si,Table S3,0.705,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""macro_f1"", ""population"": ""query"", ""stat"": ""mean""}"
Table S3-00138,si,Table S3,0.762,batch,"{""batch"": ""Villani"", ""block"": ""A"", ""dataset"": ""immune_cell_human"", ""dim"": 30, ""method"": ""frozen_reference_scvi"", ""metric"": ""balanced_accuracy"", ""population"": ""query"", ""stat"": ""mean""}"
